date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:24:19	3931/3931	---M--	200	added ('OK')	application/javascript	etag:%22e3bad-f5b-59430f471e800%22	https://earthing.truepower.co.in/wp-includes/js/jquery/ui/core.min.js?ver=1.11.4	G:/Freelance/learn%20more/earthing.truepower.co.in/wp-includes/js/jquery/ui/core.mine899.js	(from https://earthing.truepower.co.in/bond-copper-electrodes/)
00:24:20	6482/6482	---M--	200	added ('OK')	application/javascript	etag:%22e3bc8-1952-59430f471e800%22	https://earthing.truepower.co.in/wp-includes/js/jquery/ui/position.min.js?ver=1.11.4	G:/Freelance/learn%20more/earthing.truepower.co.in/wp-includes/js/jquery/ui/position.mine899.js	(from https://earthing.truepower.co.in/bond-copper-electrodes/)
00:24:22	16154/16154	---M--	200	added ('OK')	application/javascript	etag:%22c4952-3f1a-5a6ef72ebbdc0%22	https://earthing.truepower.co.in/wp-includes/js/underscore.min.js?ver=1.8.3	G:/Freelance/learn%20more/earthing.truepower.co.in/wp-includes/js/underscore.min4511.js	(from https://earthing.truepower.co.in/bond-copper-electrodes/)
00:24:23	48595/48595	---M--	200	added ('OK')	application/javascript	etag:%22e40e2-bdd3-5b0080c4aaa00%22	http://earthing.truepower.co.in/wp-content/uploads/pum/pum-site-scripts.js?defer&generated=1600923496&ver=1.8.14	G:/Freelance/learn%20more/earthing.truepower.co.in/wp-content/uploads/pum/pum-site-scriptsbd90.js	(from https://earthing.truepower.co.in/bond-copper-electrodes/)
00:24:23	1079/1079	---M--	200	added ('OK')	application/javascript	etag:%22c498e-437-5a6ef72fb0000%22	https://earthing.truepower.co.in/wp-includes/js/wp-util.min.js?ver=5.4.2	G:/Freelance/learn%20more/earthing.truepower.co.in/wp-includes/js/wp-util.min7661.js	(from https://earthing.truepower.co.in/bond-copper-electrodes/)
00:24:23	23971/23971	---M--	200	added ('OK')	application/javascript	etag:%22c4930-5da3-5a6ef729f7280%22	https://earthing.truepower.co.in/wp-includes/js/backbone.min.js?ver=1.4.0	G:/Freelance/learn%20more/earthing.truepower.co.in/wp-includes/js/backbone.min2fca.js	(from https://earthing.truepower.co.in/bond-copper-electrodes/)
00:24:24	1193/1193	---M--	200	added ('OK')	application/javascript	etag:%22c4924-4a9-5942f1cbbd980%22	https://earthing.truepower.co.in/wp-includes/js/mediaelement/mediaelement-migrate.min.js?ver=5.4.2	G:/Freelance/learn%20more/earthing.truepower.co.in/wp-includes/js/mediaelement/mediaelement-migrate.min7661.js	(from https://earthing.truepower.co.in/bond-copper-electrodes/)
00:24:24	160453/160453	---M--	200	added ('OK')	application/javascript	etag:%22c4918-272c5-5946858454e80%22	https://earthing.truepower.co.in/wp-includes/js/mediaelement/mediaelement-and-player.min.js?ver=4.2.13-9993131	G:/Freelance/learn%20more/earthing.truepower.co.in/wp-includes/js/mediaelement/mediaelement-and-player.minc270.js	(from https://earthing.truepower.co.in/bond-copper-electrodes/)
00:24:24	3431/3431	---M--	200	added ('OK')	application/javascript	etag:%22c491e-d67-5942f1cbbd980%22	https://earthing.truepower.co.in/wp-includes/js/mediaelement/wp-playlist.min.js?ver=5.4.2	G:/Freelance/learn%20more/earthing.truepower.co.in/wp-includes/js/mediaelement/wp-playlist.min7661.js	(from https://earthing.truepower.co.in/bond-copper-electrodes/)
00:24:24	907/907	---M--	200	added ('OK')	application/javascript	etag:%22c4923-38b-5a6ef729f7280%22	https://earthing.truepower.co.in/wp-includes/js/mediaelement/wp-mediaelement.min.js?ver=5.4.2	G:/Freelance/learn%20more/earthing.truepower.co.in/wp-includes/js/mediaelement/wp-mediaelement.min7661.js	(from https://earthing.truepower.co.in/bond-copper-electrodes/)
00:24:24	6256/6256	---M--	200	added ('OK')	application/javascript	etag:%22c4921-1870-5946858454e80%22	https://earthing.truepower.co.in/wp-includes/js/mediaelement/renderers/vimeo.min.js?ver=4.2.13-9993131	G:/Freelance/learn%20more/earthing.truepower.co.in/wp-includes/js/mediaelement/renderers/vimeo.minc270.js	(from https://earthing.truepower.co.in/bond-copper-electrodes/)
00:24:25	84349/84349	---M--	200	added ('OK')	application/javascript	etag:%2210680a-1497d-59da816d9eac0%22	https://earthing.truepower.co.in/wp-content/themes/twenty-twenty-child/js/jquery-min.js?ver=1.3	G:/Freelance/learn%20more/earthing.truepower.co.in/wp-content/themes/twenty-twenty-child/js/jquery-min4e44.js	(from https://earthing.truepower.co.in/bond-copper-electrodes/)
00:24:25	50731/50731	---M--	200	added ('OK')	application/javascript	etag:%2210680d-c62b-58b810cd6d080%22	https://earthing.truepower.co.in/wp-content/themes/twenty-twenty-child/js/bootstrap.min.js?ver=1.1	G:/Freelance/learn%20more/earthing.truepower.co.in/wp-content/themes/twenty-twenty-child/js/bootstrap.min4963.js	(from https://earthing.truepower.co.in/bond-copper-electrodes/)
00:24:25	44227/44227	---M--	200	added ('OK')	application/javascript	etag:%2210680c-acc3-58b810cd6d080%22	https://earthing.truepower.co.in/wp-content/themes/twenty-twenty-child/js/owl.carousel.min.js?ver=1.4	G:/Freelance/learn%20more/earthing.truepower.co.in/wp-content/themes/twenty-twenty-child/js/owl.carousel.minad05.js	(from https://earthing.truepower.co.in/bond-copper-electrodes/)
00:24:25	8097/8097	---M--	200	added ('OK')	application/javascript	etag:%22106809-1fa1-58b810cd6d080%22	https://earthing.truepower.co.in/wp-content/themes/twenty-twenty-child/js/jquery.easing.min.js?ver=1.2	G:/Freelance/learn%20more/earthing.truepower.co.in/wp-content/themes/twenty-twenty-child/js/jquery.easing.min62ea.js	(from https://earthing.truepower.co.in/bond-copper-electrodes/)
00:24:25	1434/1434	---M--	200	added ('OK')	application/javascript	etag:%22c496f-59a-5a6ef72ebbdc0%22	https://earthing.truepower.co.in/wp-includes/js/wp-embed.min.js?ver=5.4.2	G:/Freelance/learn%20more/earthing.truepower.co.in/wp-includes/js/wp-embed.min7661.js	(from https://earthing.truepower.co.in/bond-copper-electrodes/)
00:24:26	11891/11891	---M-Z	200	added ('OK')	application/x-javascript	etag:%2252ef5c943baad21:0%22	https://img1.wsimg.com/tcc/tcc_l.combined.1.0.6.min.js	G:/Freelance/learn%20more/img1.wsimg.com/tcc/tcc_l.combined.1.0.6.min.js	(from https://earthing.truepower.co.in/bond-copper-electrodes/)
00:24:26	14239/14239	---M-Z	200	added ('OK')	application/javascript	etag:W/%22379f-cNv9OKDx/DsafZ+tq1h4ZITDTxc%22	https://unpkg.com/aos@2.3.0/dist/aos.js	G:/Freelance/learn%20more/unpkg.com/aos@2.3.0/dist/aos.js	(from https://earthing.truepower.co.in/bond-copper-electrodes/)
00:24:26	847/847	---M--	200	added ('OK')	image/gif	etag:%2212602c-34f-598f13b7ad800%22	https://earthing.truepower.co.in/wp-content/plugins/contact-form-7/images/ajax-loader.gif	G:/Freelance/learn%20more/earthing.truepower.co.in/wp-content/plugins/contact-form-7/images/ajax-loader.gif	(from https://earthing.truepower.co.in/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=5.1.6)
00:24:27	4598/4598	---M--	200	added ('OK')	image/svg+xml	etag:%22c492a-11f6-555a9cb3a8fc0%22	https://earthing.truepower.co.in/wp-includes/js/mediaelement/mejs-controls.svg	G:/Freelance/learn%20more/earthing.truepower.co.in/wp-includes/js/mediaelement/mejs-controls.svg	(from https://earthing.truepower.co.in/wp-includes/js/mediaelement/mediaelementplayer-legacy.min.css?ver=4.2.13-9993131)
00:24:27	1051655/1051655	---M--	200	added ('OK')	image/png	etag:%2210681f-100c07-5ac0ffff0a080%22	https://earthing.truepower.co.in/wp-content/themes/twenty-twenty-child/images/voltage.png	G:/Freelance/learn%20more/earthing.truepower.co.in/wp-content/themes/twenty-twenty-child/images/voltage.png	(from https://earthing.truepower.co.in/wp-content/themes/twenty-twenty-child/style.css?ver=1.0.0)
00:24:28	70702/70702	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2013%20Oct%202020%2018:54:29%20GMT	https://earthing.truepower.co.in/wp-content/themes/twenty-twenty-child/css/owl.video.play.png	G:/Freelance/learn%20more/earthing.truepower.co.in/wp-content/themes/twenty-twenty-child/css/owl.video.play.png	(from https://earthing.truepower.co.in/wp-content/themes/twenty-twenty-child/css/owl.carousel.min.css?ver=1.5)
00:24:29	488140/488140	---M--	200	added ('OK')	image/jpeg	etag:%221067b3-772cc-596ac914f7c00%22	https://earthing.truepower.co.in/wp-content/themes/twenty-twenty-child/img/cover-for-web-ok.jpg	G:/Freelance/learn%20more/earthing.truepower.co.in/wp-content/themes/twenty-twenty-child/img/cover-for-web-ok.jpg	(from https://earthing.truepower.co.in/wp-content/themes/twenty-twenty-child/css/style.css?ver=1.2)
00:24:29	27809/27809	---M--	200	added ('OK')	image/png	etag:%221067c5-6ca1-596975f616600%22	https://earthing.truepower.co.in/wp-content/themes/twenty-twenty-child/img/background-texture.png	G:/Freelance/learn%20more/earthing.truepower.co.in/wp-content/themes/twenty-twenty-child/img/background-texture.png	(from https://earthing.truepower.co.in/wp-content/themes/twenty-twenty-child/css/style.css?ver=1.2)
00:24:29	21298/21298	---M--	200	added ('OK')	image/png	etag:%221067da-5332-5969767f6aa00%22	https://earthing.truepower.co.in/wp-content/themes/twenty-twenty-child/img/background-texture1.png	G:/Freelance/learn%20more/earthing.truepower.co.in/wp-content/themes/twenty-twenty-child/img/background-texture1.png	(from https://earthing.truepower.co.in/wp-content/themes/twenty-twenty-child/css/style.css?ver=1.2)
00:24:29	838374/838374	---M--	200	added ('OK')	image/png	etag:%221067c4-ccae6-59696fa878700%22	https://earthing.truepower.co.in/wp-content/themes/twenty-twenty-child/img/slider-bg.png	G:/Freelance/learn%20more/earthing.truepower.co.in/wp-content/themes/twenty-twenty-child/img/slider-bg.png	(from https://earthing.truepower.co.in/wp-content/themes/twenty-twenty-child/css/style.css?ver=1.2)
00:24:29	1845/1845	---M--	200	added ('OK')	image/png	etag:%221067c9-735-596a85c7e3380%22	https://earthing.truepower.co.in/wp-content/themes/twenty-twenty-child/img/li-bg.png	G:/Freelance/learn%20more/earthing.truepower.co.in/wp-content/themes/twenty-twenty-child/img/li-bg.png	(from https://earthing.truepower.co.in/wp-content/themes/twenty-twenty-child/css/style.css?ver=1.2)
00:24:30	126/126	---M--	200	added ('OK')	image/png	etag:%22106230-7e-598f218139f40%22	https://earthing.truepower.co.in/wp-content/plugins/easy-media-gallery/css/images/link_post_icon.png	G:/Freelance/learn%20more/earthing.truepower.co.in/wp-content/plugins/easy-media-gallery/css/images/link_post_icon.png	(from https://earthing.truepower.co.in/wp-content/plugins/easy-media-gallery/css/frontend.css?ver=5.4.2)
00:24:30	885676/885676	---M--	200	added ('OK')	image/png	etag:%221067f5-d83ac-596982e726e80%22	https://earthing.truepower.co.in/wp-content/themes/twenty-twenty-child/img/after_bg.png	G:/Freelance/learn%20more/earthing.truepower.co.in/wp-content/themes/twenty-twenty-child/img/after_bg.png	(from https://earthing.truepower.co.in/wp-content/themes/twenty-twenty-child/css/style.css?ver=1.2)
00:24:30	3512/3512	---M--	200	added ('OK')	image/png	etag:%2210622e-db8-598f218139f40%22	https://earthing.truepower.co.in/wp-content/plugins/easy-media-gallery/css/images/mag.png	G:/Freelance/learn%20more/earthing.truepower.co.in/wp-content/plugins/easy-media-gallery/css/images/mag.png	(from https://earthing.truepower.co.in/wp-content/plugins/easy-media-gallery/css/frontend.css?ver=5.4.2)
00:24:31	70710/70710	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2013%20Oct%202020%2018:54:32%20GMT	https://earthing.truepower.co.in/wp-content/plugins/easy-media-gallery/css/images/badges/Blue.png	G:/Freelance/learn%20more/earthing.truepower.co.in/wp-content/plugins/easy-media-gallery/css/images/badges/Blue.png	(from https://earthing.truepower.co.in/wp-content/plugins/easy-media-gallery/css/frontend.css?ver=5.4.2)
00:24:31	6983/6983	---M--	200	added ('OK')	image/png	etag:%22106232-1b47-598f218139f40%22	https://earthing.truepower.co.in/wp-content/plugins/easy-media-gallery/css/images/badges/Red.png	G:/Freelance/learn%20more/earthing.truepower.co.in/wp-content/plugins/easy-media-gallery/css/images/badges/Red.png	(from https://earthing.truepower.co.in/wp-content/plugins/easy-media-gallery/css/frontend.css?ver=5.4.2)
00:24:31	146/146	---M--	200	added ('OK')	image/png	etag:%22106233-92-598f218139f40%22	https://earthing.truepower.co.in/wp-content/plugins/easy-media-gallery/css/images/80.png	G:/Freelance/learn%20more/earthing.truepower.co.in/wp-content/plugins/easy-media-gallery/css/images/80.png	(from https://earthing.truepower.co.in/wp-content/plugins/easy-media-gallery/css/styles/mediabox/Light.css)
00:24:32	8105999/8105999	---M--	200	added ('OK')	image/jpeg	etag:%221067f9-7bb00f-5979bf7858100%22	https://earthing.truepower.co.in/wp-content/themes/twenty-twenty-child/img/inner-banner.jpg	G:/Freelance/learn%20more/earthing.truepower.co.in/wp-content/themes/twenty-twenty-child/img/inner-banner.jpg	(from https://earthing.truepower.co.in/wp-content/themes/twenty-twenty-child/css/style.css?ver=1.2)
00:24:32	11384/11384	---M--	200	added ('OK')	image/gif	etag:%22106224-2c78-598f218139f40%22	https://earthing.truepower.co.in/wp-content/plugins/easy-media-gallery/css/images/loading-light.gif	G:/Freelance/learn%20more/earthing.truepower.co.in/wp-content/plugins/easy-media-gallery/css/images/loading-light.gif	(from https://earthing.truepower.co.in/wp-content/plugins/easy-media-gallery/css/styles/mediabox/Light.css)
00:24:32	827/827	---M--	200	added ('OK')	image/png	etag:%2210621c-33b-598f218139f40%22	https://earthing.truepower.co.in/wp-content/plugins/easy-media-gallery/css/images/close.png	G:/Freelance/learn%20more/earthing.truepower.co.in/wp-content/plugins/easy-media-gallery/css/images/close.png	(from https://earthing.truepower.co.in/wp-content/plugins/easy-media-gallery/css/styles/mediabox/Light.css)
00:24:32	3489/3489	---M--	200	added ('OK')	image/png	etag:%2210621b-da1-598f218139f40%22	https://earthing.truepower.co.in/wp-content/plugins/easy-media-gallery/css/images/arrow_right.png	G:/Freelance/learn%20more/earthing.truepower.co.in/wp-content/plugins/easy-media-gallery/css/images/arrow_right.png	(from https://earthing.truepower.co.in/wp-content/plugins/easy-media-gallery/css/styles/mediabox/Light.css)
00:24:32	3431/3431	---M--	200	added ('OK')	image/png	etag:%2210621a-d67-598f218139f40%22	https://earthing.truepower.co.in/wp-content/plugins/easy-media-gallery/css/images/arrow_left.png	G:/Freelance/learn%20more/earthing.truepower.co.in/wp-content/plugins/easy-media-gallery/css/images/arrow_left.png	(from https://earthing.truepower.co.in/wp-content/plugins/easy-media-gallery/css/styles/mediabox/Light.css)
00:24:33	7862/7862	---M--	200	added ('OK')	image/png	etag:%22106215-1eb6-598f218139f40%22	https://earthing.truepower.co.in/wp-content/plugins/easy-media-gallery/css/images/sprite_sosmed.png	G:/Freelance/learn%20more/earthing.truepower.co.in/wp-content/plugins/easy-media-gallery/css/images/sprite_sosmed.png	(from https://earthing.truepower.co.in/wp-content/plugins/easy-media-gallery/css/styles/mediabox/Light.css)
